title,price,location
"New ListingSamsung Galaxy Book Flex2 Alpha 13"" Intel i5-1135G7 8GB 256GB NP730QDA-KB1US #1F",$499.95,from United States
New ListingLENOVO LAPTOP THINKPAD T530 i5  8GB RAM 128GB SSD+500GB HDD GAMING-HOME-WORK,$289.00,from United States
"New ListingDell Latitude 7490 14"" Intel i5-8350U 1.7GHz 16GB DDR4 256GB SSD Fair No COA",$279.99,from United States
New ListingNICE! LENOVO THINKPAD T420 i5 8GB RAM 500GB HDD WINDOWS 10 PRO.,$249.99,from United States
Lenovo ThinkPad T15 2nd Gen 2 15.6 FHD i5-1135G7 16GB 512GB Win10P FPReader Wnty,"$1,099.00",from United States
New ListingPanasonic ToughBook CF-31 MK5 i5-5300U 2.30GHz 8GB 256GB SSD GPS WWLAN 21660hrs,$319.99,from United States
"New ListingMSI Creator 15 A11UE i7-11800H 16GB RAM 512GB SSD 15.6"" 4K UHD OLED RTX 3060","$1,399.99",from United States
"New ListingDell Latitude 5490 14"" Touch Intel Core i5-7300U 2.60GHz 8GB RAM 256GB SSD",$239.99,from United States
New ListingMSI Prestige 15 A12UD-010 15.6 inch Intel Core i7-1260P 1.5-4.7GHz/ 32GB,"$1,999.99",from United States
New ListingDELL LATITUDE 5590 15.6 INTEL i5-8250U 1.60GHz 4GB RAM 120GB SSD WINDOWS 11 PRO,$249.00,from United States
"New ListingDell Latitude E5420 14"" i5 2520M 2.50GHz 4GB 320GB Win 10 Laptop w/ ac adapter",$125.00,from United States
New ListingMicrosoft Surface Book 1703 13.5 3K2K Touch i5-6300U 2.4GHz 8GB 256GB NVMe Win10,$469.99,from United States
New ListingDell Inspiron 3583 Intel i3-8145U-2.1GHz 8GB DDR4 128GB SSD Win 10 Home,$249.99,from United States
"Dell Latitude 5480 14inch(256GB,Intel Core i5-6300U 2.4GHz,8GB RAM)Laptop-Black",$100.00,from United States
"Google Pixelbook Go 13.3"" Not Pink 1.5GHz i7-8500Y 16GB 256GB - Good Condition",$637.99,from United States
"New ListingDell XPS 15 9575 15.6"" UHD 4K Touch I7-8705G 1TB SSD 16GB W10 Radeon RX Vega",$791.99,from United States
"New ListingLenovo ThinkPad P15s Gen 1 Laptop 15.6"" i7-10510U 8GB RAM 256GB SSD Win 10 Pro","$1,149.95",from United States
"New ListingHP ProBook 11 G2 11.6"" Laptop Intel Core i3-6100U 2.30GHz 8GB RAM 128GB SSD #4",$59.99,from United States
Dell Latitude E6540 Quad i7-4810MQ 2.80GHz 16GB 250GB SSD Win 10 Pro 2G HD 8790M,$289.95,from United States
